id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1827388,835048,Samlade dikter : ur Tankar och tal,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,16837978,6,66,70,20,2,5:3|4:8|3:6|2:2|1:1|total:20,1953,1,1,3.50,7,1,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
26808575,835048,Svensk dikt : från trollformler till Lars Norén : en antologi,9146137653,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512463954l/26808575._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512463954l/26808575._SX50_.jpg,1985,,,swe,Wahlström & Widstrand,false,6139714,2,35,63,16,0,5:5|4:6|3:4|2:1|1:0|total:16,1978,1,1,3.94,4,0,"['52690', '14420120', '14420121', '3450084', '14420122', '4374574', '5313219', '14420123', '4662501', '14420124', '14420125', '14420126', '7579650', '5092095', '6885133', '8198544', '14420127', '368842', '7305196', '8061784', '193978', '4573735', '5880087', '14420128', '2442566', '3420874', '7129177', '1429022', '14420129', '6965237', '1071651', '412155', '1249774', '14420130', '7327044', '421045', '3063445', '6815', '14207057', '1150915', '599498', '3153479', '3068993', '835048', '621106', '1682990', '5058085', '4420496', '2005868', '7707835', '89330']","['Lars Gustafsson', 'Biskop Tomas', 'Lars Wivallius', 'Georg Stiernhielm', 'Skogekär Bergbo', 'Lasse Lucidor', 'Samuel Columbus', 'Israel Kolmodin', 'Haqvin Spegel', 'Gunno Eurelius Dahlstierna', 'Israel Holmström', 'Johan Runius', 'Jacob Frese', 'Olof von Dalin', 'Hedvig Charlotta Nordenflycht', 'Gustaf Philip Creutz', 'Gustaf Fredrik Gyllenborg', 'Carl Michael Bellman', 'Johan Henric Kellgren', 'Johan Gabriel Oxenstierna', 'Anna Maria Lenngren', 'Carl Gustaf af Leopold', 'Thomas Thorild', 'Bengt Lidner', 'Frans Michael Franzen', 'Johan Olof Wallin', 'Esias Tegnér', 'Erik Gustaf Geijer', 'Samuel Johan Hedborn', 'Per Daniel Amadeus Atterbom', 'Erik Johan Stagnelius', 'Carl Jonas Love Almqvist', 'Johan Ludvig Runeberg', 'Bernard Elis Malmström', 'Gunnar Wennerberg', 'Viktor Rydberg', 'Carl Snoilsky', 'August Strindberg', 'Ernst Josephson', 'Ola Hansson', 'Verner von Heidenstam', 'Oscar Levertin', 'Gustaf Fröding', 'Erik Axel Karlfeldt', 'Bo Bergman', 'Vilhelm Ekelund', 'Ivar Conradson', 'Anders Österling', 'Dan Andersson', 'Erik Lindorm', 'Pär Lagerkvist']","['3.71', '3.50', '3.50', '2.54', '3.60', '3.60', '3.22', '3.50', '3.50', '3.50', '3.50', '3.50', '3.33', '3.00', '3.37', '3.67', '3.50', '3.67', '3.33', '3.20', '3.30', '3.50', '3.27', '3.50', '4.00', '3.47', '3.10', '3.30', '3.50', '3.44', '3.69', '3.28', '2.91', '3.50', '3.20', '3.47', '3.46', '3.53', '3.80', '3.28', '3.16', '3.00', '3.56', '3.17', '3.37', '3.59', '3.59', '3.27', '3.79', '3.22', '3.80']",[],[],[],
6238248,835048,Arcadia Borealis: Selected Poems of Erik Axel Karlfeldt,0816659303,9780816659302,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1938,1,1,eng,Univ Of Minnesota Press,false,6420974,3,82,54,16,6,5:1|4:7|3:5|2:3|1:0|total:16,1938,1,1,3.38,14,5,"['835048', '482068']","['Erik Axel Karlfeldt', 'Charles Wharton Stork']","['3.17', '3.29']",[],[],[],"<div>
  <p><i>Arcadia Borealis </i>was first published in 1938. Minnesota Archive Editions uses digital technology to make long-unavailable books once again accessible, and are published unaltered from the original University of Minnesota Press editions.</p>
</div> The specimens of Karlfeldt's lyrics here presented are from the six volumes published during his lifetime, dating from 1895 to 1927 and from a posthumous collection of 1934. The grouping is under the various moods of the poems rather than under their dates or subjects. All the narrative pieces have been included, together with a disproportionately large number of the ""Dalecarlian Frescoes in Rhyme."" For the rest, an attempt has been made to represent every aspect of Karlfeldt's interest and thought."
10028767,835048,Flora Och Pomona,1113047119,9781113047113,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,7,17,,BiblioLife,false,14924302,9,29,53,18,3,5:2|4:3|3:7|2:4|1:2|total:18,1906,,,2.94,9,2,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.
23216577,835048,Mannens dikt om kärlek,9174485938,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410853474l/23216577._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410853474l/23216577._SY75_.jpg,1990,,,swe,En bok för alla,false,42758616,1,26,34,11,1,5:0|4:4|3:5|2:1|1:1|total:11,1980,,,3.09,11,1,"['3153547', '8559023', '7272334', '412155', '4034588', '663460', '2005868', '3073735', '4167403', '406721', '368842', '5391986', '621106', '8307135', '2735237', '5505663', '6566570', '5313219', '5058085', '4281834', '72842', '1768457', '6361322', '1682990', '1073815', '446701', '828195', '1385094', '6361865', '3068993', '8559024', '3068025', '61351', '6363276', '599498', '84247', '1463319', '835048', '8559025', '5484302', '399566', '89330', '8559026', '8559027', '8559028', '3153479', '3153474', '7707835', '368435', '6361497', '6221898']","['Göran Palm', 'Olle Adolphson', 'Sven Alfons', 'Carl Jonas Love Almqvist', 'Bengt Anderberg', 'Claes Andersson', 'Dan Andersson', 'Urban Andersson', 'Werner Aspenström', 'Erik Beckman', 'Carl Michael Bellman', 'Tobias Berggren', 'Bo Bergman', 'Petter Bergman', 'Wilhelm von Braun', 'Lars Bäckström', 'Stig Carlson', 'Samuel Columbus', 'Ivar Conradson', 'Peter Curman', 'Tage Danielsson', 'Elmer Diktonius', 'Johannes Edfelt', 'Vilhelm Ekelund', 'Gunnar Ekelöf', 'Kjell Espmark', 'Nils Ferlin', 'Lars Forssell', 'Lars Fredin', 'Gustaf Fröding', 'Willy Granqvist', 'Hjalmar Gullberg', 'Gunnar Harding', 'Nils Hasselskog', 'Verner von Heidenstam', 'Alf Henrikson', 'Björn Håkanson', 'Erik Axel Karlfeldt', 'Johan Erik Kellgren', 'Sandro Key-Åberg', 'Olof Lagercrantz', 'Pär Lagerkvist', 'Ingermar Leckius', 'Åker Leijonhufvud', 'Carl-Gustaf af Leopold', 'Oscar Levertin', 'Erik Lindegren', 'Erik Lindorm', 'Artur Lundkvist', 'Lars Lundkvist', 'Bertil Malmberg']","['3.41', '3.00', '3.12', '3.28', '3.40', '3.40', '3.79', '3.55', '3.56', '3.25', '3.67', '3.00', '3.37', '3.00', '3.09', '3.14', '3.11', '3.22', '3.59', '3.17', '3.84', '3.17', '3.52', '3.59', '3.94', '3.28', '3.89', '3.17', '3.15', '3.56', '3.38', '3.56', '3.82', '3.08', '3.16', '3.73', '3.44', '3.17', '3.09', '3.22', '3.58', '3.80', '3.09', '3.09', '3.09', '3.00', '3.65', '3.22', '3.45', '3.09', '3.42']",[],[],[],
11000244,835048,Flora och Bellona: dikter,,2940035952609,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,swe,,true,45436484,4,13,26,9,1,5:0|4:1|3:6|2:2|1:0|total:9,1918,,,2.89,5,1,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
19447068,835048,Fridolins visor och andra dikter,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1898,,,swe,Wahlström & Widstrand,false,27534402,2,13,25,8,0,5:0|4:2|3:5|2:1|1:0|total:8,1898,,,3.12,8,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
25612477,835048,Vildmarks- och kärleksvisor,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467803403l/25612477._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467803403l/25612477._SX50_.jpg,1925,,,swe,Wahlström & Widstrand,false,45423615,1,12,24,8,0,5:1|4:2|3:2|2:2|1:1|total:8,1895,,,3.00,8,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
7093576,835048,Fridolins lustgård och Dalmålningar på rim,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476623424l/7093576._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476623424l/7093576._SY75_.jpg,1954,,,swe,AB Lindqvists Förlag,false,7350155,1,12,22,7,0,5:0|4:2|3:4|2:1|1:0|total:7,1901,,,3.14,7,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
29618254,835048,Hösthorn,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1945,,,swe,Wahlström & Widstrand,false,49962255,1,9,17,5,0,5:0|4:2|3:3|2:0|1:0|total:5,1927,,,3.40,5,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
18592096,835048,Dagens dikt 75 år,,9789172473362,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380385113l/18592096._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380385113l/18592096._SY75_.jpg,2012,,,swe,Ellerströms,false,26336539,1,7,14,5,0,5:0|4:0|3:4|2:1|1:0|total:5,2012,,,2.80,5,0,"['7305195', '4420496', '7305196', '37086', '486746', '1682990', '533521', '7305197', '1071651', '52690', '412155', '6815', '835048', '406721', '3068993', '7169829', '446692', '5448836', '7305198', '667129', '1073815', '901619', '1525242', '436547', '7305199', '3341504', '193978', '3001125', '5316458', '73906', '7129177']","['Göran Sommardal', 'Anders Österling', 'Johan Henric Kellgren', 'Karin Boye', 'Solveig von Schoultz', 'Vilhelm Ekelund', 'Harry Martinson', 'Regna Kellgren', 'Erik Johan Stagnelius', 'Lars Gustafsson', 'Carl Jonas Love Almqvist', 'August Strindberg', 'Erik Axel Karlfeldt', 'Erik Beckman', 'Gustaf Fröding', 'Ragnar Thoursie', 'Tomas Tranströmer', 'Ann Jäderlund', 'Lars Mikael Raattamaa', 'Anne-Marie Berglund', 'Gunnar Ekelöf', 'Lars Norén', 'Jacob Cats', 'Birgitta Lillpers', 'Konny Isgren', 'Horace', 'Anna Maria Lenngren', 'Bruno K. Öijer', 'Ida Börjel', 'Helena Eriksson', 'Esias Tegnér']","['3.13', '3.27', '3.33', '3.79', '3.46', '3.59', '3.78', '2.80', '3.69', '3.71', '3.28', '3.53', '3.17', '3.25', '3.56', '3.27', '4.08', '3.81', '3.47', '3.23', '3.94', '3.38', '2.55', '2.94', '2.80', '3.97', '3.30', '4.00', '3.63', '3.56', '3.10']",[],[],[],
18491553,835048,NOBEL PRIZE LIBRARY KARLFELDT 1931,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379271219l/18491553._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379271219l/18491553._SX50_.jpg,1970,,,eng,CRM,false,26175773,3,14,13,5,1,5:0|4:1|3:2|2:1|1:1|total:5,1970,1,1,2.60,5,1,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],ARCADIA BOREALIS
34504160,835048,Svalans Svenska Klassiker - Erik Axel Karlfeldt,9100485071,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488913467l/34504160._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488913467l/34504160._SX50_.jpg,1983,,,swe,Albert Bonniers Förlag AB,false,55629542,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],Vildmarks- och Kärleksvisor<br />Fridolins visor och andra dikter<br />Fridolins lustgård <br />Dalmålningar på rim <br />Flora och pomona<br />Flora och bellona<br />Hästhorn
22459018,835048,"Nobel Prize Library: Juan Ramon Jimenez, Erik Axel Karlfeldt, Par Lagerkvist, Selma Lagerlof",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,41893436,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
32501281,835048,Gedichte,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,Coron Verlag Zürich,false,53094493,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
1827394,835048,Skalden Lucidor,9185014613,9789185014613,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,1,1,,Dalaforlaget,false,1827179,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
28110112,835048,Liriche / Il poeta lucidor,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449408311l/28110112._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449408311l/28110112._SX50_.jpg,1966,,,ita,Mondadori,false,48117913,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['835048', '8187335']","['Erik Axel Karlfeldt', 'Mario Gabrieli']","['3.17', '3.00']","['4857217', '6917330']","['Gian Antonio De Toni', 'Amos Nannini']","['4.40', '5.00']","Erik Axel Karlfeldt - Premio Nobel per la Letteratura 1931<br /><br />""La vita e l'opera di Erik Axel Karlfeldt"" di Mario Gabrieli <br /><br />LIRICHE scelte dalle seguenti raccolte<br />""Canzoni della landa e d'amore""<br />""Canzoni di Fridolin e altre opere""<br />""Il giardino di Fridolin e pitture di Dalecarlia in rima""<br />""Flora e Pomona""<br />""Flora e Bellona""<br />""Il corno d'autunno""<br />""Raccolta postuma""<br /><br />IL POETA LUCIDOR (Skalden Lucidor - saggio)"
24346299,835048,Poesia e Prosa Nobel 1931,,9788802019123,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,43928225,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
24988499,835048,Izbrane pesmi,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424548547l/24988499._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424548547l/24988499._SX50_.jpg,1985,,,slv,Cankarjeva založba,false,44656333,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1985,1,1,0.00,0,0,"['835048', '4671850']","['Erik Axel Karlfeldt', 'Janko Moder']","['3.17', '3.93']",[],[],[],
15589384,835048,Karlfeldt I Musiken: Verkforteckning Och Antologi,9185014451,9789185014453,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,1,1,,Karlfeldtsamfundet,false,21246271,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1986,1,1,0.00,0,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
43159632,835048,Dikter : inledning och urval av Olof Lagercrantz,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544088790l/43159632._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544088790l/43159632._SY75_.jpg,1964,,,swe,Wahlström Widstrand,false,66952772,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
15589381,835048,Karlfeldts Sjugare,9185014044,9789185014040,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21246268,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['835048'],['Erik Axel Karlfeldt'],['3.17'],[],[],[],
42637337,835048,Svensk litteraturutvalg : til bruk i norske skoler,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541452884l/42637337._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541452884l/42637337._SX50_.jpg,1935,,,mul,"Norden, norsk forening for nordisk samarbeid",false,66373243,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1935,,,0.00,0,0,"['18587896', '18587897', '18587930', '3407916', '368842', '193978', '1265628', '18587933', '1429022', '3455202', '4275126', '421045', '7749658', '18587935', '3063445', '18587936', '6815', '18587937', '18587938', '18587939', '38266', '599498', '3068993', '14194896', '781916', '835048', '1386896', '4185803', '6364178', '18587940', '18587941', '942192', '7392859', '18587942', '4420496', '2005868', '5381185', '7707835', '1041592', '5396262', '18587943', '89330', '8277330', '8583394', '1276808', '17467248', '1249774', '18587944', '17087860', '17209364', '1126872', '58886', '7767617', '7103109', '972807', '17128925', '6578711', '18162557', '1166594', '18587952']","['Chr. S. Mellbye', 'Edvard Kristoffer Stang', 'Rikard Dybeck', 'Arvid August Afzelius', 'Carl Michael Bellman', 'Anna Maria Lenngren', 'Esaias Tegnér', 'Marie Louise Gagner', 'Erik Gustaf Geijer', 'Anders Fryxell', 'August Blanche', 'Viktor Rydberg', 'Carl Pontus Wikner', 'Albert Gellerstedt', 'Carl Snoilsky', 'M. Elmblad', 'August Strindberg', 'J. Mjölberg', 'A. Wahlgren', 'Alfred Hedenstierne', 'Selma Lagerlöf', 'Verner von Heidenstam', 'Gustaf Fröding', 'Tor Hedberg', 'Hans Larsson', 'Erik Axel Karlfeldt', 'Per Hallström', 'Nathan Söderblom', 'Yngve Brilioth', 'Birger Mörner', 'Bo Bergmann', 'Carl Grimberg', 'Hasse Zetterström', 'Olof Thunman', 'Anders Österling', 'Dan Andersson', 'Nils Herlitz', 'Erik Lindorm', 'Karl Asplund', 'Sten Selander', 'David H. Nissar', 'Pär Lagerkvist', 'Gunnar Mascoll Silfverstolpe', 'Gabriel Jönsson', 'Erik Blomberg', 'Ragnar Jändel', 'Johan Ludvig Runeberg', 'Zakarias Topelius', 'Alexis Kivi', 'Josef Julius Wecksell', 'Karl August Tavaststjerna', 'Juhani Aho', 'Bernhard Estlander', 'Arvid Mörne', 'Eino Leino', 'Bertel Gripenberg', 'Emil Zilliacus', 'Jarl Hemmer', 'Uuno Kailas', 'Emil v. Qvanten']","['0.0', '0.0', '0.0', '3.67', '3.67', '3.30', '3.59', '0.0', '3.30', '3.00', '3.21', '3.47', '0.0', '0.0', '3.46', '0.0', '3.53', '0.0', '0.0', '0.0', '3.85', '3.16', '3.56', '3.21', '4.26', '3.17', '4.08', '3.84', '0.0', '0.0', '0.0', '3.97', '3.33', '0.0', '3.27', '3.79', '0.0', '3.22', '4.33', '3.20', '0.0', '3.80', '3.70', '3.33', '3.41', '4.00', '2.91', '0.0', '0.0', '3.00', '3.00', '3.31', '0.0', '3.25', '3.44', '4.00', '3.48', '3.12', '3.83', '0.0']",[],[],[],
